ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Meta: _product_sku,Meta: _product_year,Meta: _product_condition,Meta: _product_stock_status,Meta: _product_specs,Meta: _product_expert_id,Meta: _product_expert_review,Meta: _lightspeed_unit_id,Meta: _product_price,Meta: _product_msrp,Meta: _lightspeed_vin,Meta: _lightspeed_web_title,Meta: _lightspeed_color,Meta: _lightspeed_class,Meta: _lightspeed_unit_type,Meta: _lightspeed_raw_json,Meta: _lightspeed_last_sync,Meta: _lightspeed_unmapped_type,Meta: _product_monthly_payment,Reyco Category Slug
Class|T",8,"The 2026 Trailer X is the size I sell to customers who run side projects on their own properties — building, hauling, fixing, hauling again. Most of the buyers are property owners around the Sault who plan their spring around a trailer they did not own last year and are committing to this year. We stock the Trailer line — not authorised — but the build holds up for everyday-use buyers. Honest sales-floor read: trailers are not a glamour purchase, but a wrong-sized trailer is a year-round irritant. Get the size right and you forget about it. Drop in and we can match it against your tow vehicle on the lot.",34422,0,0,2REA2S7A8T2164962,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":34422,""DateGathered"":""2026-04-23T19:42:48.557"",""lastupdatedate"":""2026-04-13T20:07:50.944"",""StockNumber"":""34422"",""NewUsed"":""N"",""ModelYear"":2026,""Make"":""Trailer"",""Model"":""X"",""VIN"":""2REA2S7A8T2164962"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-02-27T23:03:47.384"",""InvoiceAmt"":2307.6199999999998908606357872486114501953125,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":0,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":0,""OnHold"":"""",""PackageId"":34415,""DateReceived"":""2026-02-27T23:03:47.384"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":0,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":""WELLS FARGO PRINCECRAFT"",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":2307.6199999999998908606357872486114501953125,""originaldate"":""1000-01-01T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":2307.6199999999998908606357872486114501953125,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":0,""Manufacturerlistprice"":0,""Dealerlistprice"":0,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":0,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":2307.6199999999998908606357872486114501953125,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Units - Other"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":2307.6199999999998908606357872486114501953125,""totalCost"":2307.6199999999998908606357872486114501953125}",2026-04-23 15:43:05,,,trailers
522,simple,,,2025 Easy Hauler 480 x 12B Trailer,1,0,visible,"2025 Easy Hauler painted trailer on the floor. E-coat finish for Northern Ontario weather — built to take road salt, slush, and four-season hauling.","<p>The 2025 Easy Hauler painted trailer on Reyco's floor is the build for the customer who tows year-round and does not want to fight rust the whole time. E-coat finish on the frame, factory-painted, built for the weather that Northern Ontario actually puts on a trailer between November and April. It is the trailer for the buyer who has watched a previous trailer corrode out from underneath and decided this time to start with the right finish.</p><p>Reyco stocks the Easy Hauler catalogue at the front of the lot. We are not the authorised Easy Hauler dealer — that is a separate relationship — but we keep them on the floor because customers buying equipment from us through the seasons that hammer trailers also need the kind of trailer that holds up to it. Stocking the painted/E-coat builds is part of fitting the local market.</p><p>The use case Kory has watched this size handle most often: customers who tow through winter to ice-fishing spots on the Lake Superior shoreline, road-salt-heavy daily drivers who need a trailer that survives a Trans-Canada commute, and buyers who learned the hard way that an unpainted bare-aluminum or untreated frame does not stay looking new for long up here. The E-coat is not a feature; it is what makes the trailer a long-term tool instead of a three-year disposable.</p><p>Drop in to White Oak Drive to see the finish in person — paint and coatings read different on the lot than in catalogue copy. 11 White Oak Drive East, Sault Ste. Marie. 705-253-7828. Lynn at the parts counter and Ron in parts can talk through the accessories that round out the build for year-round use.</p><p>Common accessory adds on a trailer this is built to last: locking hitch couplers, all-weather tie-downs, and LED-grade lighting that survives the conditions the painted frame is built for. Lynn manages the orders. Worth asking about long-term maintenance schedules at the parts counter — a painted trailer with a maintained finish lasts the way the buyer expects it to.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/31741781-5.jpg,,,,,,,,,0,Easy Hauler,304,2025,new,in_stock,"Make|Easy Hauler
Model|480 x 12B
Year|2025
Type|Trailer
Class|T",8,"The 2025 Easy Hauler painted trailer is the one I sell to customers who tow year-round and want a finish that survives Northern Ontario winters. Most of the buyers are guys who have already had a trailer rust out on them and are not making the same call twice. Easy Hauler is not a brand we are authorised to service — we stock the catalogue out front — but the painted/E-coat builds are the right fit for the climate up here. Honest sales-floor take: do not skip the finish to save money. The road salt does not care about your budget, and a painted trailer outlasts an untreated one by years up here. Drop in to see the finish in person — easier to assess paint on the lot than off the catalogue page.",54208,1645.99,1645.99,2SPBCSB18TN075970,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":54208,""DateGathered"":""2026-04-23T19:42:48.557"",""lastupdatedate"":""2026-03-11T19:51:44.047"",""StockNumber"":""304"",""NewUsed"":""N"",""ModelYear"":2025,""Make"":""Easy Hauler"",""Model"":""1250# PAINTED TRAILER 480 X 12B E-COAT"",""VIN"":""2SPBCSB18TN075970"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-03-11T00:00:00.000"",""InvoiceAmt"":1345,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":1645.990000000000009094947017729282379150390625,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":1645.990000000000009094947017729282379150390625,""OnHold"":"""",""PackageId"":0,""DateReceived"":""2026-03-11T00:00:00.000"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":1645.990000000000009094947017729282379150390625,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":"""",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":1345,""originaldate"":""2026-03-11T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":1345,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":1345,""Manufacturerlistprice"":1645.990000000000009094947017729282379150390625,""Dealerlistprice"":1645.990000000000009094947017729282379150390625,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":1645.990000000000009094947017729282379150390625,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":0,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Easy Hauler Trailer"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":1345,""totalCost"":1345}",2026-04-23 15:43:05,,,trailers
531,simple,,,2026 Trailer X — Kayak & Small-Boat Utility Trailer,1,0,visible,"2026 utility trailer stocked at Reyco. Sized for the boat-launch run, kayak weekends, and shoulder-season equipment moves.","<p>The 2026 Trailer X on Reyco's floor is the trailer that earns its keep through shoulder season — May boat launches, June kayak weekends, the equipment shuffle each spring when winter gear comes out and summer gear goes in. It is not a winter-only or a summer-only trailer; it is the everyday hauler that most rural Sault customers actually use most weekends through six months of the year.</p><p>Reyco stocks the Trailer line at White Oak Drive. We are not an authorised dealer for this brand — we stock them at the front of the lot because the customers shopping for the gear inside also need the way to move it. A trailer in stock at the same lot as the gear it is moving is a practical answer to a practical question.</p><p>This size lands on a specific buyer profile. Boat and kayak owners on the inland lakes north of the Sault — Goulais Lake, Bellevue Valley, the chain of smaller lakes — who do not want a full-size boat trailer but want something proper for the smaller craft. Customers running summer cottages on the islands. Shoulder-season campers who pack a small cargo trailer for spring trips out to Crown land. It is a versatile size; that is why it does not sit on the floor long once it is the right size for the customer.</p><p>Drop in to 11 White Oak Drive East to walk around it. Trailer sizing reads better on the lot — the deck length, rail height, and tongue weight all matter more in person than they do on paper. 705-253-7828 to ask about availability. Lynn manages the parts counter, and she or Ron can run through accessories to round out the rig.</p><p>Worth a conversation on accessories: shoulder-season lighting upgrades, locking hitch couplers, replacement tie-down anchors, and ramp-grade traction strips. Lynn manages the parts orders. Trade-in conversation is open if you are coming off a smaller trailer — bring it in and we can give you an honest read.</p><p>11 White Oak Drive East, Sault Ste. Marie. 705-253-7828.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-8.png,,,,,,,,,0,Trailer,34440,2026,new,in_stock,"Make|Trailer
Model|X
Year|2026
Type|Trailer
Class|T",8,"The 2026 Trailer X in this size is the shoulder-season trailer I sell most often. Customers I have written it up for include kayak owners running the inland lakes and small-boat owners who did not want a full-size boat trailer for a small craft. We stock the Trailer line — not authorised — and the build does the job for the price. Honest sales-floor take: think about how many weekends a year you actually use a trailer, and buy the size that fits the most common load. The right-sized trailer disappears into the day; the wrong-sized one is always slightly in the way. Drop in and we can size it against your tow setup in the lot.",34440,0,0,2REA2S7A2T2164228,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":34440,""DateGathered"":""2026-04-23T19:42:48.557"",""lastupdatedate"":""2026-04-13T20:05:00.225"",""StockNumber"":""34440"",""NewUsed"":""N"",""ModelYear"":2026,""Make"":""Trailer"",""Model"":""X"",""VIN"":""2REA2S7A2T2164228"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-02-27T23:03:47.478"",""InvoiceAmt"":4726.90999999999985448084771633148193359375,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":0,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":0,""OnHold"":"""",""PackageId"":34434,""DateReceived"":""2026-02-27T23:03:47.478"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":0,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":""WELLS FARGO PRINCECRAFT"",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":4726.90999999999985448084771633148193359375,""originaldate"":""1000-01-01T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":4726.90999999999985448084771633148193359375,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":0,""Manufacturerlistprice"":0,""Dealerlistprice"":0,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":0,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":4726.90999999999985448084771633148193359375,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Units - Other"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":4726.90999999999985448084771633148193359375,""totalCost"":4726.90999999999985448084771633148193359375}",2026-04-23 15:43:05,,,trailers
537,simple,,,2024 Trailer X — Dump-Run Utility Trailer,1,0,visible,"2024 utility trailer in stock. The trailer that gets pressed into duty for cottage opening, dump runs, and weekend hauls when the truck bed is full.","<p>The 2024 Trailer X on Reyco's floor is the second-tier work trailer — the one that gets pressed into duty when the truck bed is already loaded and there is still gear to move. Cottage opening runs in May, dump runs in September, the in-between hauls all year long. It is the everyday utility trailer that sits in the driveway most of the time and earns its keep on the days the buyer needs it.</p><p>Reyco stocks the Trailer line at the front of the property. We are not an authorised dealer for this line — we keep them in stock because the customer who buys mowers, blowers, sleds, and small engines from us also needs the way to move them. Putting the trailer at the front of the lot is just practical for how customers shop.</p><p>This size fits a particular customer: the cottage opener, the seasonal swap-over guy, the buyer who runs dump and brush trips through fall and spring. Customers around Echo Bay, up the Trans-Canada toward Wawa, and on the islands tend to be the steady buyer profile. It is the trailer that gets bought once and used for years, not the trailer that gets upgraded every season.</p><p>Drop in to White Oak Drive to walk around it — the size and rail height read better on the lot than off the page. 11 White Oak Drive East, Sault Ste. Marie. 705-253-7828 to ask about availability. Lynn at the parts counter handles the accessory side; tie-downs, ramps, and lighting kits all live at the same desk.</p><p>Accessory adds that come up on second-tier work trailers: locking tongue couplers, replacement-grade tie-down rings, basic LED lighting kits for shoulder-season towing. Lynn manages the orders. Worth a stop on the lot to see it in person before deciding — measurements look different on the floor.</p><p>11 White Oak Drive East, Sault Ste. Marie. 705-253-7828.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-2.png,,,,,,,,,0,Trailer,34518,2024,new,in_stock,"Make|Trailer
Model|X
Year|2024
Type|Trailer
